url	from_url	note
https://mp.weixin.qq.com/s/nQ0gWjk35YNsDcjNYI1N2Q	direct:/zwgk/zcwjk/zcwd/	enum-other-site
https://mp.weixin.qq.com/s/nYaquFHJvH05gb7WvFbEKg	direct:/zwgk/ptdt/ptyw/	enum-other-site
https://mp.weixin.qq.com/s/oCAPcCV00-vfRP98tcjlRQ	direct:/zwgk/zdlyxxgk/jycy/jygq/	enum-other-site
https://mp.weixin.qq.com/s/pj2DsbrgknJhKotdL04iWw	direct:/jdhy/hygq/	enum-other-site
https://mp.weixin.qq.com/s/pj2DsbrgknJhKotdL04iWw	jdhy-root	enum-other-site
https://mp.weixin.qq.com/s/qC0VzWds3znJ17LwAS7Brg	direct:/zwgk/zcwjk/zcwd/	enum-other-site
https://mp.weixin.qq.com/s/rjZWzVMnZJPLKpDGzNMTtg	direct:/zwgk/zcwjk/zcwd/	enum-other-site
https://mp.weixin.qq.com/s/s_o-8BLeb5j7oWpJC68dkQ	direct:/zwgk/zcwjk/zcwd/	enum-other-site
https://mp.weixin.qq.com/s/sgeFLIw0XU_XKueDjxIhRQ	direct:/jdhy/xwfbhs/	enum-other-site
https://mp.weixin.qq.com/s/sgeFLIw0XU_XKueDjxIhRQ	jdhy-root	enum-other-site
https://mp.weixin.qq.com/s/tFaXOCuC8ef6PYc5U5rp_g	direct:/zwgk/zdlyxxgk/jycy/jygq/	enum-other-site
https://mp.weixin.qq.com/s/tIjiPCbvJJ5KlzCLTmoL4g	direct:/zwgk/zcwjk/zcwd/	enum-other-site
